block_size,sparsity,latency
32x1,0.5,12.772189453125
32x1,0.9,7.2725
32x1,0.95,4.28571875
32x1,0.99,1.1627099609375
1x64,0.5,13.417705078125
1x64,0.9,12.605314453125
1x64,0.95,10.452185546875
1x64,0.99,3.19676611328125
32x64,0.5,6.87921337890625
32x64,0.9,1.4450257568359375
32x64,0.95,0.7908259887695313
32x64,0.99,0.28069683837890624
